publisher,developers,id,app_name,price,specs,genres,early_access,tags,owners,review_score,release_date
Subsoap,Subsoap,38600,Faerie Solitaire,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Casual, Indie, RPG",FALSE,"Indie, Layed-Back, Casual, Puzzle, Fantasy, RPG, High-Quality, Single-Player, Unique-Style, Adventure, Sci-fi","200,000 .. 500,000",90,2010-Autumn
SEGA,SEGA,34284,Bonanza Bros.™,Under $1,"Single-player, Multi-player, Co-op, Partial controller support, Remote Play Together, Family Sharing",Action,FALSE,"Rogue, Co-op, Historical/Old-Times, Action","0 .. 20,000",100,2010-Autumn
Blind Mind Studios,Blind Mind Studios,70900,Star Ruler,Under $10,"Single-player, Multi-player, Family Sharing","Indie, Strategy",FALSE,"Indie, Multiplayer, Single-Player, High-Quality, Real-Time, Sci-fi, Strategy","100,000 .. 200,000",81,2010-Autumn
Egosoft,Egosoft,2850,X: Tension,Under $10,"Single-player, Steam Cloud, Family Sharing","Simulation, Strategy",FALSE,"Action, Sandbox/Building, Realistic/Sim, Single-Player, Unique-Style, Sci-fi, Strategy, Exploration","200,000 .. 500,000",75,2010-Autumn
Youdagames,I Sioux Game Productions B.V.,70200,Governor of Poker 2,Under $10,"Single-player, Family Sharing","Adventure, Casual, Simulation",FALSE,"Adventure, Casual, Puzzle, Realistic/Sim","20,000 .. 50,000",73,2010-Autumn
Youdagames,I Sioux Game Productions B.V.,70210,Governor of Poker 2 - Premium Edition,$10~$20,"Single-player, Family Sharing","Adventure, Casual, Indie, Simulation",FALSE,"Indie, Casual, Puzzle, Realistic/Sim, Adventure","20,000 .. 50,000",83,2010-Autumn
Paradox Interactive,Triumph Studios,61500,Age of Wonders,Under $10,"Single-player, Multi-player, Family Sharing","RPG, Strategy",FALSE,"Historical/Old-Times, Turn-based, Fantasy, RPG, High-Quality, Single-Player, Multiplayer, Strategy","200,000 .. 500,000",78,2010-Autumn
Dmytry Lavrov,Dmytry Lavrov,67000,The Polynomial - Space of the music,Under $10,"Single-player, Steam Achievements, Partial controller support, Steam Leaderboards, Family Sharing","Action, Casual, Indie",FALSE,"Indie, Casual, Action, Unique-aspects, Single-Player, High-Quality, Shooter, Unique-Style, First Person","100,000 .. 200,000",72,2010-Autumn
Wadjet Eye Games,Ivy Games,80300,Puzzle Bots,Under $10,"Single-player, Family Sharing","Adventure, Indie",FALSE,"Indie, Casual, Puzzle, Sci-fi, Single-Player, Adventure","20,000 .. 50,000",76,2010-Autumn
SEGA,SEGA,71115,Virtua Fighter™ 2,Under $1,"Single-player, Multi-player, Co-op, Partial controller support, Remote Play Together, Family Sharing","Action, Simulation",FALSE,"Realistic/Sim, Fighting, Historical/Old-Times, Action","0 .. 20,000",76,2010-Autumn
SEGA,SEGA,34317,Columns™ III,Under $1,"Single-player, Multi-player, Co-op, Partial controller support, Remote Play Together, Family Sharing",Casual,FALSE,"Puzzle, Casual","20,000 .. 50,000",83,2010-Autumn
SEGA,SEGA,71114,Sword of Vermilion™,Under $1,"Single-player, Partial controller support, Family Sharing",RPG,FALSE,"RPG, Historical/Old-Times","0 .. 20,000",100,2010-Autumn
SEGA,SEGA,71112,Golden Axe™ II,Under $1,"Single-player, Multi-player, Co-op, Partial controller support, Remote Play Together, Family Sharing",Action,FALSE,"2D, Historical/Old-Times, Action, Fighting, Fantasy","0 .. 20,000",75,2010-Autumn
SEGA,SEGA,34319,Ecco™: The Tides of Time,Under $1,"Single-player, Partial controller support, Family Sharing",Adventure,FALSE,"Adventure, Historical/Old-Times","0 .. 20,000",100,2010-Autumn
SEGA,SEGA,34316,Bio-Hazard Battle™,Under $1,"Single-player, Multi-player, Co-op, Partial controller support, Remote Play Together, Family Sharing",Action,FALSE,"Shooter, Action","0 .. 20,000",88,2010-Autumn
SEGA,SEGA,34315,Alien Storm,Under $1,"Single-player, Multi-player, Co-op, Partial controller support, Remote Play Together, Family Sharing",Action,FALSE,"Historical/Old-Times, Action, Fighting, Unique-aspects, Sci-fi","0 .. 20,000",100,2010-Autumn
Firemint,Firemint,62000,Flight Control HD,Under $10,"Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","Action, Casual",FALSE,"Indie, Casual, Action, Unique-aspects, Single-Player, Unique-Style, Strategy","50,000 .. 100,000",92,2010-Autumn
Gaijin Games,Gaijin Games,63700,BIT.TRIP BEAT,Under $10,"Single-player, Steam Achievements, Partial controller support, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Casual, Indie",FALSE,"Indie, Casual, 2D, Historical/Old-Times, Action, Difficult, Unique-aspects, Single-Player, High-Quality, Unique-Style, Other","200,000 .. 500,000",80,2010-Autumn
Nitro Games,Nitro Games,49320,Woody Two-Legs: Attack of the Zombie Pirates,Under $10,"Single-player, Steam Achievements, Family Sharing",Casual,FALSE,Casual,"20,000 .. 50,000",53,2010-Autumn
Tomkorp Computer Solutions Inc.,Tomkorp Computer Solutions Inc.,72400,Clones,Under $10,"Single-player, Multi-player, PvP, Online PvP, Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing","Adventure, Indie",FALSE,"Indie, Casual, Puzzle, Adventure, Strategy","200,000 .. 500,000",74,2010-Autumn
Bohemia Interactive,Centauri Production,33980,Pound of Ground,Under $10,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",Action,FALSE,"Third Person, Action, Fantasy, Single-Player, Exploration","20,000 .. 50,000",60,2010-Autumn
Bohemia Interactive,Altar Games,33950,Fish Fillets 2,Under $10,"Single-player, Family Sharing","Casual, Indie",FALSE,"Indie, Casual, Difficult, Puzzle, Single-Player, Comedy","50,000 .. 100,000",76,2010-Autumn
React Games,React Games,65400,Archon Classic,Under $10,"Single-player, Multi-player, PvP, Split Screen PvP, Steam Achievements, Partial controller support, Steam Leaderboards, Remote Play Together, Family Sharing","Indie, Strategy",FALSE,"Indie, Historical/Old-Times, Puzzle, Multiplayer, Strategy, Co-op","20,000 .. 50,000",82,2010-Autumn
Oddworld Inhabitants,Oddworld Inhabitants,15740,Oddworld: Munch's Oddysee,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Family Sharing","Action, Adventure, Strategy",FALSE,"Layed-Back, Historical/Old-Times, Third Person, Action, 3D, Puzzle, Comedy, Adventure, Strategy","200,000 .. 500,000",77,2010-Autumn
Oddworld Inhabitants,Oddworld Inhabitants,15750,Oddworld: Stranger's Wrath HD,Under $10,"Single-player, Steam Achievements, Family Sharing","Action, Adventure, Strategy",FALSE,"Layed-Back, Historical/Old-Times, First Person, Action, Third Person, Story-driven, Sci-fi, Single-Player, Shooter, High-Quality, Comedy, Adventure, Strategy, Exploration","200,000 .. 500,000",86,2010-Autumn
Big Fish Games,Big Fish Studios,51060,Drawn®: The Painted Tower,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Adventure, Casual",FALSE,"Adventure, Casual, Puzzle","0 .. 20,000",85,2011-Autumn
Accelerate Games,MumboJumbo,60340,Luxor: 5th Passage,Under $10,"Single-player, Family Sharing","Action, Adventure, Casual",FALSE,"Adventure, Casual, Puzzle, Action","20,000 .. 50,000",67,2011-Autumn
SEGA,SEGA,71116,Alien Soldier,Under $1,"Single-player, Partial controller support, Family Sharing",Action,FALSE,"Layed-Back, 2D, Historical/Old-Times, Action, Difficult, Unique-Style","0 .. 20,000",100,2011-Autumn
SEGA,SEGA,71161,Shining in the Darkness,Under $1,"Single-player, Partial controller support, Family Sharing",RPG,FALSE,"Fantasy, First Person, RPG, Historical/Old-Times","0 .. 20,000",100,2011-Autumn
SEGA,SEGA,71119,Light Crusader,Under $1,"Single-player, Partial controller support, Family Sharing",RPG,FALSE,"Unique-aspects, RPG, Historical/Old-Times","0 .. 20,000",100,2011-Autumn
SEGA,SEGA,71118,Landstalker: The Treasures of King Nole,Under $1,"Single-player, Partial controller support, Family Sharing",RPG,FALSE,"Unique-aspects, RPG, Historical/Old-Times","0 .. 20,000",100,2011-Autumn
SEGA,SEGA,71117,Gunstar Heroes,Under $1,"Single-player, Multi-player, Co-op, Remote Play Together, Family Sharing",Action,FALSE,"Layed-Back, 2D, Historical/Old-Times, Action, Shooter, High-Quality, Unique-Style, Co-op","0 .. 20,000",94,2011-Autumn
SEGA,SEGA,71166,ToeJam & Earl,Under $1,"Single-player, Multi-player, Co-op, Partial controller support, Remote Play Together, Family Sharing",Adventure,FALSE,"2D, Historical/Old-Times, Rogue, High-Quality, Comedy, Adventure, Co-op","0 .. 20,000",100,2011-Autumn
SEGA,SEGA,71165,Streets of Rage 2,Under $1,"Single-player, Multi-player, Co-op, Partial controller support, Remote Play Together, Family Sharing",Action,FALSE,"2D, Historical/Old-Times, Action, Fighting, Unique-aspects, High-Quality, Co-op","20,000 .. 50,000",95,2011-Autumn
SEGA,SEGA,71164,Streets of Rage,Under $1,"Single-player, Multi-player, Co-op, Partial controller support, Remote Play Together, Family Sharing",Action,FALSE,"2D, Historical/Old-Times, Action, Fighting, Unique-aspects, High-Quality, Co-op","0 .. 20,000",94,2011-Autumn
SEGA,SEGA,71160,Shining Force II,Under $1,"Single-player, Partial controller support, Family Sharing",RPG,FALSE,"2D, Historical/Old-Times, Turn-based, Fantasy, RPG, Strategy","20,000 .. 50,000",100,2011-Autumn
SEGA,SEGA,71120,Shining Force,Under $1,"Single-player, Partial controller support, Family Sharing",RPG,FALSE,"Historical/Old-Times, Turn-based, Fantasy, RPG, Single-Player, Strategy","20,000 .. 50,000",95,2011-Autumn
LoadComplete,Trinoteam,42000,Trino,Under $10,"Single-player, Steam Achievements, Partial controller support, Steam Leaderboards, Family Sharing","Casual, Indie",FALSE,"Indie, Casual","0 .. 20,000",57,2011-Autumn
Cyan Worlds Inc,Cyan Worlds Inc,63660,Myst: Masterpiece Edition,Under $10,"Single-player, Family Sharing","Adventure, Casual",FALSE,"Casual, Historical/Old-Times, Story-driven, Puzzle, Horror/Mystery, Unique-aspects, Single-Player, High-Quality, Adventure, First Person, Exploration","100,000 .. 200,000",85,2011-Autumn
Cosmi/ValuSoft,DTP,33770,Drakensang: The River of Time,$10~$20,"Single-player, Family Sharing",RPG,FALSE,"Third Person, Turn-based, Fantasy, Single-Player, RPG, High-Quality, Adventure","50,000 .. 100,000",80,2011-Autumn
Gaijin Games,Gaijin Games,63710,BIT.TRIP RUNNER,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Indie",FALSE,"Indie, Layed-Back, 2D, Historical/Old-Times, Action, Difficult, Unique-aspects, Single-Player, High-Quality, Unique-Style","200,000 .. 500,000",85,2011-Autumn
Copenhagen Game Productions,Copenhagen Game Collective,92400,B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),Under $10,"Multi-player, Co-op, Steam Achievements, Partial controller support, Stats, Remote Play Together, Family Sharing",Indie,FALSE,"Indie, Multiplayer","0 .. 20,000",77,2011-Autumn
SEGA,Relic Entertainment,56400,"Warhammer 40,000: Dawn of War II: Retribution",$20~$30,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",Strategy,FALSE,"Gore, Action, Multiplayer, Fantasy, Single-Player, RPG, High-Quality, Real-Time, Adventure, Sci-fi, Strategy, Co-op","1,000,000 .. 2,000,000",90,2011-Autumn
Stout Games,Stout Games,94000,Dinner Date,Under $10,"Single-player, Family Sharing","Indie, Casual",FALSE,"Indie, Casual, Realistic/Sim, Single-Player, First Person, Story-driven","20,000 .. 50,000",54,2011-Autumn
Paradox Interactive,1C:InoCo,73020,Majesty 2 Collection,Free,"Single-player, Multi-player, Family Sharing",Strategy,FALSE,"Sandbox/Building, Fantasy, Realistic/Sim, Single-Player, Real-Time, Comedy, Strategy","200,000 .. 500,000",74,2011-Autumn
SEGA,Relic Entertainment,56438,Dawn of War II: Retribution – The Last Stand,Under $10,"Co-op, Family Sharing",Strategy,FALSE,"Difficult, Strategy, Co-op, Real-Time","20,000 .. 50,000",96,2011-Autumn
Topware Interactive,Reality Pump Studios,7530,Two Worlds II Castle Defense,Under $10,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",Strategy,FALSE,"Fantasy, Layed-Back, Strategy, Single-Player","200,000 .. 500,000",52,2011-Autumn
Peter Brinson and Kurosh ValaNejad,Peter Brinson and Kurosh ValaNejad,95700,The Cat and the Coup,Free,"Single-player, Partial controller support","Free to Play, Indie",FALSE,"Indie, Casual, Historical/Old-Times, Puzzle, Unique-aspects, Single-Player","100,000 .. 200,000",93,2011-Autumn
NinjaBee.com,Bacon Wrapped Games,91810,Ancients of Ooga,Under $10,"Single-player, Steam Achievements, Partial controller support, Steam Cloud, Stats, Family Sharing","Indie, Casual",FALSE,"Indie, Layed-Back, Casual, Puzzle","20,000 .. 50,000",81,2011-Autumn
Strategy First,Totem Games,46760,Ironclads: Schleswig War 1864,Under $10,"Single-player, Family Sharing",Strategy,FALSE,Strategy,"0 .. 20,000",32,2011-Autumn
Strategy First,Totem games,46830,Ironclads: Anglo Russian War 1866,Under $10,"Single-player, Family Sharing",Strategy,FALSE,Strategy,"0 .. 20,000",30,2011-Autumn
Strategy First,Totem Games,46840,Ironclads: Chincha Islands War 1866,Under $10,"Single-player, Family Sharing",Strategy,FALSE,Strategy,"0 .. 20,000",20,2011-Autumn
Atari,Bedlam Games,99100,Dungeons and Dragons: Daggerdale,$10~$20,"Single-player, Multi-player, Co-op, Co-op, Steam Achievements, Partial controller support, Remote Play Together, Family Sharing","Action, RPG",FALSE,"Action, Fighting, Fantasy, RPG, Co-op","50,000 .. 100,000",29,2011-Autumn
YeaBoing,YeaBoing,61100,Lucid,Under $10,"Single-player, Steam Achievements, Family Sharing","Indie, Casual",FALSE,"Indie, Puzzle, Casual","20,000 .. 50,000",76,2011-Autumn
HeR Interactive,HeR Interactive,42210,Nancy Drew®: Secrets Can Kill REMASTERED,Under $10,"Single-player, Family Sharing",Adventure,FALSE,"Warfare, Layed-Back, Casual, Inclusivity, 2D, Historical/Old-Times, Puzzle, Horror/Mystery, Exploration, High-Quality, Other, Comedy, Adventure, Story-driven","50,000 .. 100,000",75,2011-Autumn
Bohemia Interactive,Bohemia Interactive,65790,ARMA: Cold War Assault,Under $10,"Single-player, Family Sharing","Action, Simulation, Strategy",FALSE,"Warfare, Historical/Old-Times, First Person, Action, Third Person, Co-op, Sandbox/Building, Unique-aspects, Realistic/Sim, Shooter, Single-Player, Adventure, Multiplayer, Strategy, Exploration","1,000,000 .. 2,000,000",79,2011-Autumn
HeR Interactive,HeR Interactive,42220,Nancy Drew®: The Captive Curse,Under $10,"Single-player, Family Sharing",Adventure,FALSE,"Warfare, Casual, Historical/Old-Times, 2D, Inclusivity, Puzzle, Horror/Mystery, Exploration, High-Quality, Other, Comedy, Adventure, Story-driven","20,000 .. 50,000",88,2011-Autumn
HeR Interactive,HeR Interactive,42230,Nancy Drew®: Trail of the Twister,Under $10,"Single-player, Family Sharing",Adventure,FALSE,"Warfare, Casual, Historical/Old-Times, Inclusivity, 2D, Puzzle, Horror/Mystery, Exploration, Unique-Style, High-Quality, Other, Comedy, Adventure, Story-driven","20,000 .. 50,000",68,2011-Autumn
Total Eclipse,Total Eclipse,111000,The Clockwork Man,Under $10,"Single-player, Family Sharing","Indie, Casual",FALSE,"Indie, Puzzle, Casual, Adventure","0 .. 20,000",56,2011-Autumn
exosyphen studios,exosyphen studios,70120,Hacker Evolution Duality,Under $1,"Single-player, Steam Achievements, Stats, Steam Leaderboards, Family Sharing",Indie,FALSE,"Indie, Realistic/Sim","200,000 .. 500,000",33,2011-Autumn
Grey Havens,Grey Havens,99910,Puzzle Pirates,Free,"Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases","Adventure, Casual, Free to Play, Massively Multiplayer, Strategy",FALSE,"Casual, 2D, Puzzle, Multiplayer, RPG, Adventure, Strategy, Co-op","200,000 .. 500,000",80,2011-Autumn
Octane Games,Octane Games,46520,Wasteland Angel,Under $10,"Single-player, Steam Achievements, Partial controller support, Steam Leaderboards, Family Sharing","Action, Indie",FALSE,"Warfare, Inclusivity, Action, 3D, Difficult, Unique-aspects, Realistic/Sim, Shooter, Comedy, Story-driven, Racing","50,000 .. 100,000",58,2011-Autumn
Pom Pom Games,PomPom,110600,Astro Tripper,Under $10,"Single-player, Steam Achievements, Partial controller support, Steam Leaderboards, Family Sharing","Action, Indie",FALSE,"Indie, Shooter, Unique-aspects, Action","20,000 .. 50,000",54,2011-Autumn
HeR Interactive,HeR Interactive,200080,Nancy Drew®: Shadow at the Water's Edge,Under $10,"Single-player, Family Sharing",Adventure,FALSE,"Warfare, Casual, Historical/Old-Times, Inclusivity, Puzzle, Horror/Mystery, Exploration, High-Quality, Other, Comedy, Adventure, Story-driven","50,000 .. 100,000",81,2011-Autumn
Nimble Giant Entertainment,Nimble Giant Entertainment,111400,Bunch of Heroes,Under $10,"Single-player, Multi-player, Co-op, Steam Achievements, Partial controller support, Steam Leaderboards, Family Sharing","Action, Indie",FALSE,"Indie, Action, Shooter, Multiplayer, Co-op","100,000 .. 200,000",48,2011-Autumn
Double Fine Productions,Double Fine Productions,115100,Costume Quest,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Family Sharing","Adventure, Casual, RPG",FALSE,"Indie, Layed-Back, Casual, Inclusivity, Action, Puzzle, Turn-based, Fantasy, Single-Player, RPG, Unique-Style, Comedy, Adventure","200,000 .. 500,000",93,2011-Autumn
Puzzler,Ideas Pad,200130,Puzzler World 2,Under $10,"Single-player, Family Sharing","Casual, Indie, Strategy",FALSE,"Indie, Casual, Puzzle, Single-Player, Strategy","20,000 .. 50,000",76,2011-Autumn
THQ Nordic,Spellbound,65610,ArcaniA: Fall of Setarrif,Under $10,"Single-player, Family Sharing",RPG,FALSE,"Action, Fantasy, Single-Player, RPG, Adventure, Exploration","100,000 .. 200,000",41,2011-Autumn
HeR Interactive,HeR Interactive,202670,Nancy Drew®: Alibi in Ashes,Under $10,"Single-player, Family Sharing",Adventure,FALSE,"Warfare, Layed-Back, Casual, Historical/Old-Times, Inclusivity, 2D, Puzzle, Horror/Mystery, Exploration, High-Quality, Other, Comedy, Adventure, Story-driven","20,000 .. 50,000",90,2011-Autumn
Activision,Infinity Ward,42680,Call of Duty®: Modern Warfare® 3 (2011),$20~$30,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Cloud, Valve Anti-Cheat enabled, Family Sharing",Action,FALSE,"Warfare, Layed-Back, Casual, Action, Story-driven, Difficult, Fantasy, Shooter, Single-Player, Adventure, Multiplayer, First Person, Co-op","2,000,000 .. 5,000,000",88,2011-Autumn
